283,Baker, David S.,"Baker, David L.",1,PA,Cavalry,F,Pvt.,,,1865,188.1,10
284,Baker, Frederick L.,,1,NY,Artillery,D,,,,1863,171.1,9
285,Abbott, George A.,,59,NY,Infantry,K,,,,1863,171.1,1
286,Baker, George,,11,CT,Infantry,,,,,1865,188.1,10
287,Baker, George B.,,120,NY,Infantry,C,,,,1863,171.1,9
288,Baker, George Rowe,,3,NJ,Cavalry,H,,,,1864,178.1,10
289,Baker, Henry,,15,MA,Infantry,H,,,,1864,178.1,10
290,Baker, Isaac H.,,2,NY,Cavalry,,,,,1864,178.1,10
291,Baker, Isaac H.,,2,,Veteran Cavalry,,,,,1864,178.1,10
292,Baker, J. J.,,22,NY,Infantry,K,,,,1863,171.1,9
293,Baker, J.W.,,145,PA,Infantry,E,Lieut.,,,1865,188.1,10
294,Baker, James,,14,MI,Infantry,A,,,,1864,178.1,10
295,Baker, James A.,,49,NY,Infantry,C,,,,1863,171.1,9
296,Baker, James B.,,104,PA,Infantry,,Pvt.,,,1864,178.1,10
297,Baker, John,,1,MI,Cavalry,,,,,1864,178.1,10
298,Baker, John D.,,15,NY,Cavalry,K,,,,1865,188.1,10
299,Baker, John F.,,3,NY,Cavalry,B,Pvt.,,,1864,178.1,10
300,Baker, John L.,,17,US,Infantry,A,Pvt.,,,1865,188.1,10
301,Baker, John W.,,21,NY,Cavalry,C,Cpl.,,,1864,178.1,10
302,Baker, Joseph,,15,NJ,Infantry,B,,,,1863,171.1,9
303,Baker, Lawrence,,39,IL,Infantry,E,,"inquiry of father, Frederick Beckh",,1865,188.1,10
304,Baker, Leroy,,39,IL,Infantry,,Capt.,,,1864,187.1,5
305,Baker, O.P.,,95,,Veteran Reserve Corps,,,,95 NY Infantry,1864,178.1,10
306,Baker, Richard,,165,NY,Infantry,A,Pvt.,,,1863,171.1,9
307,Baker, Uriah,,93,NY,Infantry,,,,,1865,188.1,10
308,Baker, William,,95,NY,Infantry,C,,,,1863,171.1,9
309,Baker, William,,1,MA,Cavalry,A,Pvt.,,,1864,178.1,10
310,Baker, William,,2,OH,Cavalry,D,Pvt.,,,1865,188.1,10
311,Baker, William B.,,1,ME,Cavalry,D,,,,1864,178.1,10
312,Balcom, John A.,,21,NY,Infantry,B,Cpl.,,,1862-1863,192.1,2
313,Baldwin, Abram W.,,35,NJ,Infantry,B,,,,1864,178.1,11
314,Baldwin, Harvey,,26,NJ,Infantry,D,,,,1863,172.2,4
315,Baldwin, J.R.,"Baldwin, James R.",2,CT,Heavy Artillery,,,,,1865,188.1,11
316,Baldwin, James,"Baldwin, William",95,NY,Infantry,,,,,1863,171.1,9
317,Baldwin, Jonathan,,20,NY,Infantry,,,,20 NY State Militia,1864,178.1,11
318,Baldwin, Joseph,,13,NJ,Infantry,G,,,,1863,177.1,15
319,Baldwin, Micah B.,,39,MA,Infantry,H,,,,1863,171.1,9
320,Baldwin, R.,,8,NY,Heavy Artillery,E,Lieut.,,,1864,178.1,11
321,Baldwin, W.E.,"Baldwin, Willi E.",87,OH,Infantry,D,,,,1862-1863,192.1,2
322,Ball, Henry,,15,MA,Infantry,E,,,,1863,171.1,10
323,Ball, Henry I.,,15,MA,Infantry,E,,,,1864,178.1,11
324,Ball, Hiram W.,,126,OH,Infantry,B,,,,1865,188.1,11
325,Ball, I.,,14,NY,Infantry,F,,,14th Brooklyn,1864,178.1,11
326,Ball, James M.,,14,NY,Infantry,,,,,1863,171.1,10
327,Ball, William C.,,17,CT,Infantry,H,Pvt.,,,1863,171.1,10
328,Ballard, Amos,,109,NY,Infantry,B,,,,1864,178.1,11
329,Ballard, Mary,,,,,,Stewardess,"""Colored""; Steamer ""John Brooks""",,1864,178.1,11
330,Ballie, John,"Bailie, John",98,IL,Infantry,C,,,,1865,188.1,11
331,Ballou, E.G.,"(Ballow), E.G.",2,VT,Infantry,K,Capt.,,,1864,178.1,11
332,Balstintie, John,,139,NY,Infantry,B,Pvt.,,,1863,171.1,10
333,Balter, Isaac,,55,NY,State Militia,,,,,1864,178.1,11
334,Bancroft, Charles,,3,ME,Infantry,E,,,,1863,171.1,10
335,Bancroft, Daniel P.,,1,VT,Cavalry,C,,,,1864,178.1,11
336,Banfield, Thomas J.,,34,NJ,Infantry,A,,,,1864,178.1,11
337,Bankes, Paul,,127,PA,Infantry,,Pvt.,,,1863,171.1,10
338,Bannar, John,,183,PA,Infantry,,Cpl.,,,1864,178.1,11
339,Bantle, Augustus,,119,PA,Infantry,,,,,1864,178.1,11
340,Bantum, Joseph H.,,4,US,CT,G,,,,1865,188.1,11
